股票代码,股票名称,所属行业
300455,航天智装,计算机设备
688619,罗普特,计算机设备
688060,云涌科技,计算机设备
300645,正元智慧,计算机设备
002835,同为股份,计算机设备
603508,思维列控,计算机设备
301608,博实结,计算机设备
300771,智莱科技,计算机设备
300479,神思电子,计算机设备
001229,魅视科技,计算机设备
605118,力鼎光电,计算机设备
300807,天迈科技,计算机设备
002990,盛视科技,计算机设备
000997,新 大 陆,计算机设备
300042,朗科科技,计算机设备
301589,诺瓦星云,计算机设备
600100,同方股份,计算机设备
002912,中新赛克,计算机设备
300941,创识科技,计算机设备
301503,智迪科技,计算机设备
301318,维海德,计算机设备
300275,梅安森,计算机设备
300462,ST华铭,计算机设备
300691,联合光电,计算机设备
603660,苏州科达,计算机设备
603106,恒银科技,计算机设备
300155,安居宝,计算机设备
002528,ST英飞拓,计算机设备
002376,新北洋,计算机设备
002268,电科网安,计算机设备
300847,中船汉光,计算机设备
688307,中润光学,计算机设备
300659,中孚信息,计算机设备
688489,三未信安,计算机设备
300743,天地数码,计算机设备
300248,新开普,计算机设备
002152,广电运通,计算机设备
920090,同辉信息,计算机设备
300368,汇金股份,计算机设备
300552,万集科技,计算机设备
301330,熵基科技,计算机设备
002197,证通电子,计算机设备
300884,狄耐克,计算机设备
300845,捷安高科,计算机设备
000977,浪潮信息,计算机设备
920808,曙光数创,计算机设备
300333,兆日科技,计算机设备
002236,大华股份,计算机设备
000066,中国长城,计算机设备
300790,宇瞳光学,计算机设备
688475,萤石网络,计算机设备
301042,安联锐视,计算机设备
300789,唐源电气,计算机设备
688292,浩瀚深度,计算机设备
301600,慧翰股份,计算机设备
300386,飞天诚信,计算机设备
688208,道通科技,计算机设备
300508,维宏股份,计算机设备
003004,*ST声迅,计算机设备
300588,熙菱信息,计算机设备
688188,柏楚电子,计算机设备
002415,海康威视,计算机设备
300546,雄帝科技,计算机设备
300531,优博讯,计算机设备
920976,视声智能,计算机设备
300302,同有科技,计算机设备
002512,ST达华,计算机设备
603019,中科曙光,计算机设备
300130,新国都,计算机设备
002180,纳思达,计算机设备
300449,汉邦高科,计算机设备
920198,微创光电,计算机设备
920190,雷神科技,计算机设备
300324,旋极信息,计算机设备
300551,古鳌科技,计算机设备
002177,御银股份,计算机设备
301339,通行宝,计算机设备
301391,卡莱特,计算机设备
002577,雷柏科技,计算机设备
002385,大北农,饲料
000702,正虹科技,饲料
603668,天马科技,饲料
002696,百洋股份,饲料
001366,播恩集团,饲料
001313,粤海饲料,饲料
603609,禾丰股份,饲料
002100,天康生物,饲料
002567,唐人神,饲料
002548,金新农,饲料
603363,傲农生物,饲料
603151,邦基科技,饲料
002311,海大集团,饲料
920419,路斯股份,饲料
300673,佩蒂股份,饲料
301498,乖宝宠物,饲料
002891,中宠股份,饲料
000681,视觉中国,图片媒体
003018,金富科技,包装印刷
000659,珠海中富,包装印刷
920121,江天科技,包装印刷
002831,裕同科技,包装印刷
603429,*ST集友,包装印刷
002229,鸿博股份,包装印刷
002846,英联股份,包装印刷
002565,顺灏股份,包装印刷
002014,永新股份,包装印刷
001279,强邦新材,包装印刷
301198,喜悦智行,包装印刷
601968,宝钢包装,包装印刷
002799,环球印务,包装印刷
002735,王子新材,包装印刷
003003,天元股份,包装印刷
002117,东港股份,包装印刷
600210,紫江企业,包装印刷
002303,美盈森,包装印刷
002191,劲嘉股份,包装印刷
002228,合兴包装,包装印刷
002701,奥瑞金,包装印刷
603091,众鑫股份,包装印刷
002752,昇兴股份,包装印刷
002374,中锐股份,包装印刷
002599,盛通股份,包装印刷
920075,柏星龙,包装印刷
301296,新巨丰,包装印刷
603022,新通联,包装印刷
603499,翔港科技,包装印刷
301223,中荣股份,包装印刷
300501,海顺新材,包装印刷
301355,南王科技,包装印刷
000812,陕西金叶,包装印刷
603607,京华激光,包装印刷
603058,永吉股份,包装印刷
300883,龙利得,包装印刷
920163,方大新材,包装印刷
002969,嘉美包装,包装印刷
920392,佳合科技,包装印刷
002787,华源控股,包装印刷
920204,沪江材料,包装印刷
600076,康欣新材,包装印刷
601515,衢州东峰,包装印刷
002836,新宏泽,包装印刷
920274,宏裕包材,包装印刷
301062,上海艾录,包装印刷
603687,大胜达,包装印刷
600502,安徽建工,基础建设
600284,浦东建设,基础建设
002062,宏润建设,基础建设
603316,诚邦股份,基础建设
600528,中铁工业,基础建设
000498,山东路桥,基础建设
001267,汇绿生态,基础建设
002941,新疆交建,基础建设
600039,四川路桥,基础建设
002628,成都路桥,基础建设
920174,五新隧装,基础建设
603717,天域生物,基础建设
301098,金埔园林,基础建设
001396,誉帆科技,基础建设
002586,ST围海,基础建设
002061,浙江交科,基础建设
002775,文科股份,基础建设
002307,北新路桥,基础建设
300649,杭州园林,基础建设
603176,汇通集团,基础建设
605303,园林股份,基础建设
600820,隧道股份,基础建设
603359,东珠生态,基础建设
601186,中国铁建,基础建设
300948,冠中生态,基础建设
603815,交建股份,基础建设
601390,中国中铁,基础建设
600853,龙建股份,基础建设
300355,蒙草生态,基础建设
300374,中铁装配,基础建设
603955,大千生态,基础建设
688425,铁建重工,基础建设
300536,农尚环境,基础建设
600512,腾达建设,基础建设
002717,ST岭南,基础建设
000010,美丽生态,基础建设
601800,中国交建,基础建设
300949,奥雅股份,基础建设
601611,中国核建,基础建设
002431,棕榈股份,基础建设
300197,节能铁汉,基础建设
002663,普邦股份,基础建设
601669,中国电建,基础建设
300982,苏文电能,基础建设
601868,中国能建,基础建设
002200,*ST交投,基础建设
002096,易普力,基础建设
603843,*ST正平,基础建设
603681,永冠新材,胶黏剂及胶带
002669,康达新材,胶黏剂及胶带
603051,鹿山新材,胶黏剂及胶带
301283,聚胶股份,胶黏剂及胶带
603683,晶华新材,胶黏剂及胶带
605168,三人行,广告营销
603598,引力传媒,广告营销
603729,龙韵股份,广告营销
300063,天龙集团,广告营销
002264,新 华 都,广告营销
600556,天下秀,广告营销
301171,易点天下,广告营销
600358,ST联合,广告营销
300612,宣亚国际,广告营销
300058,蓝色光标,广告营销
603602,纵横通信,广告营销
002027,分众传媒,广告营销
002400,省广集团,广告营销
002878,元隆雅图,广告营销
002291,遥望科技,广告营销
000676,智度股份,广告营销
300242,佳云科技,广告营销
300071,福石控股,广告营销
002712,思美传媒,广告营销
002354,天娱数科,广告营销
600640,国脉文化,广告营销
000607,华媒控股,广告营销
600986,浙文互联,广告营销
301102,兆讯传媒,广告营销
301262,海看股份,广告营销
300781,因赛集团,广告营销
300061,旗天科技,广告营销
603825,ST华扬,广告营销
002995,天地在线,广告营销
300805,电声股份,广告营销
603023,威帝股份,汽车电子电气系统
600699,均胜电子,汽车电子电气系统
605333,沪光股份,汽车电子电气系统
300745,欣锐科技,汽车电子电气系统
000901,航天科技,汽车电子电气系统
002937,兴瑞科技,汽车电子电气系统
301310,鑫宏业,汽车电子电气系统
688667,菱电电控,汽车电子电气系统
603179,新泉股份,汽车电子电气系统
603390,通达电气,汽车电子电气系统
603786,科博达,汽车电子电气系统
002454,松芝股份,汽车电子电气系统
002239,奥特佳,汽车电子电气系统
300863,卡倍亿,汽车电子电气系统
300928,华安鑫创,汽车电子电气系统
301488,豪恩汽电,汽车电子电气系统
605005,合兴股份,汽车电子电气系统
301221,光庭信息,汽车电子电气系统
002870,香山股份,汽车电子电气系统
300681,英搏尔,汽车电子电气系统
002766,索菱股份,汽车电子电气系统
688612,威迈斯,汽车电子电气系统
688533,上声电子,汽车电子电气系统
301581,黄山谷捷,汽车电子电气系统
301631,壹连科技,汽车电子电气系统
002813,路畅科技,汽车电子电气系统
002906,华阳集团,汽车电子电气系统
002920,德赛西威,汽车电子电气系统
603202,天有为,汽车电子电气系统
300304,云意电气,汽车电子电气系统
301607,富特科技,汽车电子电气系统
603376,大明电子,汽车电子电气系统
301499,维科精密,汽车电子电气系统
920168,通宝光电,汽车电子电气系统
600651,飞乐音响,汽车电子电气系统
920436,大地电气,汽车电子电气系统
001285,瑞立科密,汽车电子电气系统
000980,众泰汽车,汽车电子电气系统
002664,信质集团,汽车电子电气系统
301656,联合动力,汽车电子电气系统
002069,獐子岛,水产养殖
300094,国联水产,水产养殖
600467,好当家,水产养殖
600257,大湖股份,水产养殖
300677,英科医疗,医疗耗材
002950,奥美医疗,医疗耗材
688351,微电生理,医疗耗材
300326,ST凯利,医疗耗材
688314,康拓医疗,医疗耗材
603222,济民健康,医疗耗材
301093,华兰股份,医疗耗材
002382,蓝帆医疗,医疗耗材
688016,心脉医疗,医疗耗材
301097,天益医疗,医疗耗材
002901,大博医疗,医疗耗材
603987,康德莱,医疗耗材
688085,三友医疗,医疗耗材
300003,乐普医疗,医疗耗材
300981,中红医疗,医疗耗材
688198,佰仁医疗,医疗耗材
603976,正川股份,医疗耗材
603205,健尔康,医疗耗材
300453,三鑫医疗,医疗耗材
688026,洁特生物,医疗耗材
603718,海利生物,医疗耗材
603301,振德医疗,医疗耗材
300529,健帆生物,医疗耗材
688366,昊海生科,医疗耗材
301370,国科恒泰,医疗耗材
605369,拱东医疗,医疗耗材
600529,山东药玻,医疗耗材
301122,采纳股份,医疗耗材
300653,正海生物,医疗耗材
301087,可孚医疗,医疗耗材
688576,西山科技,医疗耗材
603880,南卫股份,医疗耗材
688617,惠泰医疗,医疗耗材
688029,南微医学,医疗耗材
920050,爱舍伦,医疗耗材
688050,爱博医疗,医疗耗材
603014,威高血净,医疗耗材
688581,安杰思,医疗耗材
301580,爱迪特,医疗耗材
688013,天臣医疗,医疗耗材
301033,迈普医学,医疗耗材
300595,欧普康视,医疗耗材
603309,维力医疗,医疗耗材
688236,春立医疗,医疗耗材
300238,冠昊生物,医疗耗材
688108,赛诺医疗,医疗耗材
920180,爱得科技,医疗耗材
688151,华强科技,医疗耗材
688613,奥精医疗,医疗耗材
688161,威高骨科,医疗耗材
301188,力诺药包,医疗耗材
920166,海圣医疗,医疗耗材
301234,五洲医疗,医疗耗材
920069,普昂医疗,医疗耗材
301005,超捷股份,汽车
603358,华达科技,汽车
300585,奥联电子,汽车
603023,威帝股份,汽车
000913,钱江摩托,汽车
603211,晋拓股份,汽车
600699,均胜电子,汽车
600099,林海股份,汽车
002662,峰璟股份,汽车
300580,贝斯特,汽车
301225,恒勃股份,汽车
301529,福赛科技,汽车
920058,华洋赛车,汽车
605333,沪光股份,汽车
000338,潍柴动力,汽车
301613,新铝时代,汽车
300816,艾可蓝,汽车
300745,欣锐科技,汽车
301322,绿通科技,汽车
603239,浙江仙通,汽车
301398,星源卓镁,汽车
301181,标榜股份,汽车
300547,川环科技,汽车
603787,新日股份,汽车
001278,一彬科技,汽车
301550,斯菱智驱,汽车
000901,航天科技,汽车
000550,江铃汽车,汽车
002265,建设工业,汽车
603305,旭升集团,汽车
300611,美力科技,汽车
600166,福田汽车,汽车
002725,跃岭股份,汽车
603306,华懋科技,汽车
002937,兴瑞科技,汽车
301667,纳百川,汽车
605088,冠盛股份,汽车
002406,远东传动,汽车
003033,征和工业,汽车
601777,千里科技,汽车
301680,固德电材,汽车
301310,鑫宏业,汽车
002976,瑞玛精密,汽车
301170,锡南科技,汽车
002283,天润工业,汽车
002328,新朋股份,汽车
000951,中国重汽,汽车
000589,贵州轮胎,汽车
301007,德迈仕,汽车
603730,岱美股份,汽车
600418,江淮汽车,汽车
002863,今飞凯达,汽车
603701,德宏股份,汽车
600386,北巴传媒,汽车
601279,英利汽车,汽车
002536,飞龙股份,汽车
688667,菱电电控,汽车
600818,中路股份,汽车
600066,宇通客车,汽车
301020,密封科技,汽车
300428,立中集团,汽车
300994,久祺股份,汽车
002594,比亚迪,汽车
600182,S佳通,汽车
000570,苏常柴Ａ,汽车
603179,新泉股份,汽车
603009,北特科技,汽车
603006,联明股份,汽车
301229,纽泰格,汽车
603409,汇通控股,汽车
300643,万通智控,汽车
603809,豪能股份,汽车
301552,科力装备,汽车
603037,凯众股份,汽车
000816,智慧农业,汽车
001380,华纬科技,汽车
920247,华密新材,汽车
002190,成飞集成,汽车
603085,天成自控,汽车
301539,宏鑫科技,汽车
603048,浙江黎明,汽车
603390,通达电气,汽车
603266,天龙股份,汽车
300695,兆丰股份,汽车
603786,科博达,汽车
605151,西上海,汽车
603529,爱玛科技,汽车
001319,铭科精技,汽车
603335,迪生力,汽车
600679,上海凤凰,汽车
600933,爱柯迪,汽车
002363,隆基机械,汽车
002703,浙江世宝,汽车
603917,合力科技,汽车
301397,溯联股份,汽车
000030,富奥股份,汽车
300893,松原安全,汽车
300176,鸿特科技,汽车
603586,金麒麟,汽车
603201,常润股份,汽车
603788,宁波高发,汽车
900916,凤凰B股,汽车
200550,江  铃Ｂ,汽车
002921,联诚精密,汽车
600523,贵航股份,汽车
601799,星宇股份,汽车
603129,春风动力,汽车
603767,中马传动,汽车
002454,松芝股份,汽车
301173,毓恬冠佳,汽车
000981,山子高科,汽车
000800,一汽解放,汽车
301039,中集车辆,汽车
605319,无锡振华,汽车
603035,常熟汽饰,汽车
603119,浙江荣泰,汽车
300237,ST美晨,汽车
301233,盛帮股份,汽车
002715,登云股份,汽车
603768,常青股份,汽车
600081,东风科技,汽车
600335,国机汽车,汽车
002239,奥特佳,汽车
600303,曙光股份,汽车
301072,中捷精工,汽车
300863,卡倍亿,汽车
300928,华安鑫创,汽车
605133,嵘泰股份,汽车
900920,动力Ｂ股,汽车
605018,长华集团,汽车
002510,天汽模,汽车
301488,豪恩汽电,汽车
300446,航天智造,汽车
300507,苏奥传感,汽车
600822,上海物贸,汽车
300707,威唐工业,汽车
300694,蠡湖股份,汽车
603926,铁流股份,汽车
002708,光洋股份,汽车
603190,亚通精工,汽车
603348,文灿股份,汽车
000880,潍柴重机,汽车
605005,合兴股份,汽车
301022,海泰科,汽车
603178,圣龙股份,汽车
603049,中策橡胶,汽车
301186,超达装备,汽车
000957,中通客车,汽车
600178,东安动力,汽车
603997,继峰股份,汽车
002126,银轮股份,汽车
603161,科华控股,汽车
001233,海安集团,汽车
301221,光庭信息,汽车
301192,泰祥股份,汽车
002870,香山股份,汽车
603982,泉峰汽车,汽车
600375,汉马科技,汽车
600148,长春一东,汽车
301298,东利机械,汽车
301215,中汽股份,汽车
300978,东箭科技,汽车
200030,富奥B,汽车
002590,万安科技,汽车
002105,信隆健康,汽车
000757,浩物股份,汽车
000559,万向钱潮,汽车
300680,隆盛科技,汽车
300969,恒帅股份,汽车
603040,新坐标,汽车
002765,蓝黛科技,汽车
600686,金龙汽车,汽车
300825,阿尔特,汽车
920270,天铭科技,汽车
600104,上汽集团,汽车
301000,肇民科技,汽车
603596,伯特利,汽车
002101,广东鸿图,汽车
300681,英搏尔,汽车
600480,凌云股份,汽车
688280,精进电动-UW,汽车
601966,玲珑轮胎,汽车
601163,三角轮胎,汽车
601500,通用股份,汽车
603089,正裕工业,汽车
600609,金杯汽车,汽车
200625,长  安Ｂ,汽车
002434,万里扬,汽车
600742,富维股份,汽车
603922,金鸿顺,汽车
001282,三联锻造,汽车
002516,旷达科技,汽车
000903,ST云动,汽车
002048,宁波华翔,汽车
300998,宁波方正,汽车
688612,威迈斯,汽车
002766,索菱股份,汽车
300652,雷迪克,汽车
000868,安凯客车,汽车
000581,威孚高科,汽车
000887,中鼎股份,汽车
600469,风神股份,汽车
601689,拓普集团,汽车
001260,坤泰股份,汽车
605228,神通科技,汽车
603107,上海汽配,汽车
600626,申达股份,汽车
002085,万丰奥威,汽车
000625,长安汽车,汽车
002537,海联金汇,汽车
603776,永安行,汽车
300912,凯龙高科,汽车
002488,金固股份,汽车
200570,苏常柴Ｂ,汽车
600653,申华控股,汽车
920871,派特尔,汽车
603197,保隆科技,汽车
300258,精锻科技,汽车
600960,渤海汽车,汽车
300733,西菱动力,汽车
300375,鹏翎股份,汽车
200581,苏威孚Ｂ,汽车
688533,上声电子,汽车
301560,众捷汽车,汽车
600660,福耀玻璃,汽车
301581,黄山谷捷,汽车
600733,北汽蓝谷,汽车
603418,友升股份,汽车
301631,壹连科技,汽车
002813,路畅科技,汽车
603352,至信股份,汽车
920418,苏轴股份,汽车
600006,东风股份,汽车
900915,中路Ｂ股,汽车
002997,瑞鹄模具,汽车
920187,通领科技,汽车
002547,春兴精工,汽车
920022,世昌股份,汽车
605128,上海沿浦,汽车
301535,浙江华远,汽车
605068,明新旭腾,汽车
920086,科马材料,汽车
002906,华阳集团,汽车
002920,德赛西威,汽车
002806,华锋股份,汽车
000678,襄阳轴承,汽车
603007,*ST花王,汽车
601127,赛力斯,汽车
603202,天有为,汽车
002553,南方精工,汽车
605255,天普股份,汽车
300304,云意电气,汽车
002965,祥鑫科技,汽车
301607,富特科技,汽车
920221,易实精密,汽车
301133,金钟股份,汽车
301345,涛涛车业,汽车
920271,邦德股份,汽车
603949,雪龙集团,汽车
002472,双环传动,汽车
600741,华域汽车,汽车
603158,腾龙股份,汽车
920978,开特股份,汽车
002284,亚太股份,汽车
603376,大明电子,汽车
002984,森麒麟,汽车
920837,华原股份,汽车
601238,广汽集团,汽车
920030,德众汽车,汽车
920533,骏创科技,汽车
920690,捷众科技,汽车
601965,中国汽研,汽车
301499,维科精密,汽车
001311,多利科技,汽车
300926,博俊科技,汽车
920168,通宝光电,汽车
600651,飞乐音响,汽车
000599,青岛双星,汽车
920896,旺成科技,汽车
300100,双林股份,汽车
920436,大地电气,汽车
603121,华培动力,汽车
601058,赛轮轮胎,汽车
920906,舜宇精工,汽车
000700,模塑科技,汽车
920195,三祥科技,汽车
688021,奥福科技,汽车
920378,泰德股份,汽车
603655,朗博科技,汽车
000980,众泰汽车,汽车
601633,长城汽车,汽车
603166,福达股份,汽车
000572,海马汽车,汽车
001285,瑞立科密,汽车
900927,物贸Ｂ股,汽车
600841,动力新科,汽车
920000,安徽凤凰,汽车
600218,全柴动力,汽车
600676,交运股份,汽车
603210,泰鸿万立,汽车
920454,同心传动,汽车
002448,中原内配,汽车
603766,隆鑫通用,汽车
002355,兴民智通,汽车
920146,华阳变速,汽车
920663,明阳科技,汽车
301119,正强股份,汽车
920242,建邦科技,汽车
688737,中自科技,汽车
603286,日盈电子,汽车
300473,德尔股份,汽车
002664,信质集团,汽车
689009,九号公司-WD,汽车
603319,美湖股份,汽车
301656,联合动力,汽车
002592,ST八菱,汽车
603758,秦安股份,汽车
600698,湖南天雁,汽车
900946,天雁B股,汽车
920106,林泰新材,汽车
603013,亚普股份,汽车
603950,长源东谷,汽车
000615,*ST美谷,医疗美容
688363,华熙生物,医疗美容
920982,锦波生物,医疗美容
300896,爱美客,医疗美容
002315,焦点科技,跨境电商
002640,跨境通,跨境电商
301381,赛维时代,跨境电商
002803,吉宏股份,跨境电商
301558,三态股份,跨境电商
300592,华凯易佰,跨境电商
300464,星徽股份,跨境电商
002842,翔鹭钨业,钨
000657,中钨高新,钨
002378,章源钨业,钨
600549,厦门钨业,钨
603387,基蛋生物,体外诊断
002432,九安医疗,体外诊断
600538,国发股份,体外诊断
688338,赛科希德,体外诊断
300685,艾德生物,体外诊断
300832,新产业,体外诊断
688393,安必平,体外诊断
603658,安图生物,体外诊断
688468,科美诊断,体外诊断
600807,济高发展,体外诊断
688217,睿昂基因,体外诊断
300289,利德曼,体外诊断
300642,透景生命,体外诊断
002022,科华生物,体外诊断
002030,达安基因,体外诊断
300639,凯普生物,体外诊断
688426,康为世纪,体外诊断
300463,迈克生物,体外诊断
688389,普门科技,体外诊断
300439,美康生物,体外诊断
688606,奥泰生物,体外诊断
300396,迪瑞医疗,体外诊断
002086,东方海洋,体外诊断
688298,东方生物,体外诊断
688253,英诺特,体外诊断
300942,易瑞生物,体外诊断
688317,之江生物,体外诊断
688075,安旭生物,体外诊断
688656,浩欧博,体外诊断
300406,九强生物,体外诊断
688193,仁度生物,体外诊断
300482,万孚生物,体外诊断
002932,明德生物,体外诊断
688575,亚辉龙,体外诊断
688767,博拓生物,体外诊断
688289,圣湘生物,体外诊断
688399,硕世生物,体外诊断
920009,丹娜生物,体外诊断
688067,爱威科技,体外诊断
688068,热景生物,体外诊断
605168,三人行,营销代理
603598,引力传媒,营销代理
300063,天龙集团,营销代理
603729,龙韵股份,营销代理
002264,新 华 都,营销代理
600556,天下秀,营销代理
300058,蓝色光标,营销代理
301171,易点天下,营销代理
300612,宣亚国际,营销代理
603602,纵横通信,营销代理
600358,ST联合,营销代理
002878,元隆雅图,营销代理
002400,省广集团,营销代理
002291,遥望科技,营销代理
000676,智度股份,营销代理
300242,佳云科技,营销代理
300071,福石控股,营销代理
002712,思美传媒,营销代理
002354,天娱数科,营销代理
600640,国脉文化,营销代理
600986,浙文互联,营销代理
301262,海看股份,营销代理
300781,因赛集团,营销代理
300061,旗天科技,营销代理
603825,ST华扬,营销代理
002995,天地在线,营销代理
300805,电声股份,营销代理
605299,舒华体育,文娱用品
603899,晨光股份,文娱用品
301287,康力源,文娱用品
002348,高乐股份,文娱用品
301101,明月镜片,文娱用品
001368,通达创智,文娱用品
002678,珠江钢琴,文娱用品
300651,金陵体育,文娱用品
300220,金运激光,文娱用品
002899,英派斯,文娱用品
605080,浙江自然,文娱用品
002292,奥飞娱乐,文娱用品
002103,广博股份,文娱用品
002862,实丰文化,文娱用品
301011,华立科技,文娱用品
300703,创源股份,文娱用品
001222,源飞宠物,文娱用品
001238,浙江正特,文娱用品
002301,齐心集团,文娱用品
301335,天元宠物,文娱用品
002575,群兴玩具,文娱用品
300329,海伦钢琴,文娱用品
001300,三柏硕,文娱用品
688450,光格科技,仪器仪表
300553,集智股份,仪器仪表
300165,天瑞仪器,仪器仪表
002849,威星智能,仪器仪表
300667,必创科技,仪器仪表
301528,多浦乐,仪器仪表
920961,创远信科,仪器仪表
688337,普源精电,仪器仪表
920029,开发科技,仪器仪表
920509,同惠电子,仪器仪表
300567,精测电子,仪器仪表
301413,安培龙,仪器仪表
300906,日月明,仪器仪表
300417,南华仪器,仪器仪表
300203,聚光科技,仪器仪表
605056,咸亨国际,仪器仪表
603100,川仪股份,仪器仪表
300557,理工光科,仪器仪表
688112,鼎阳科技,仪器仪表
603662,柯力传感,仪器仪表
301630,同宇新材,仪器仪表
300306,远方信息,仪器仪表
300354,东华测试,仪器仪表
002819,东方中科,仪器仪表
920407,驰诚股份,仪器仪表
300515,三德科技,仪器仪表
301303,真兰仪表,仪器仪表
002058,*ST威尔,仪器仪表
300112,万讯自控,仪器仪表
688528,秦川物联,仪器仪表
688001,华兴源创,仪器仪表
300445,康斯特,仪器仪表
300862,蓝盾光电,仪器仪表
002767,先锋电子,仪器仪表
300349,金卡智能,仪器仪表
688115,思林杰,仪器仪表
688610,埃科光电,仪器仪表
301129,瑞纳智能,仪器仪表
300007,汉威科技,仪器仪表
603700,宁水集团,仪器仪表
300371,汇中股份,仪器仪表
300466,赛摩智能,仪器仪表
688627,精智达,仪器仪表
688665,四方光电,仪器仪表
301006,迈拓股份,仪器仪表
688628,优利德,仪器仪表
688056,莱伯泰科,仪器仪表
300066,三川智慧,仪器仪表
688622,禾信仪器,仪器仪表
688583,思看科技,仪器仪表
301197,工大科雅,仪器仪表
920476,海能技术,仪器仪表
301360,荣旗科技,仪器仪表
920879,基康技术,仪器仪表
688768,容知日新,仪器仪表
920363,莱赛激光,仪器仪表
920685,新芝生物,仪器仪表
300897,山科智能,仪器仪表
300370,安控科技,仪器仪表
002175,东方智造,仪器仪表
300259,新天科技,仪器仪表
920651,天罡股份,仪器仪表
300720,海川智能,仪器仪表
600423,柳化股份,化学原料
600955,维远股份,化学原料
600746,江苏索普,化学原料
002648,卫星化学,化学原料
000830,鲁西化工,化学原料
600844,金煤科技,化学原料
000510,新金路,化学原料
600075,新疆天业,化学原料
000818,航锦科技,化学原料
603067,振华股份,化学原料
600929,雪天盐业,化学原料
000990,诚志股份,化学原料
301118,恒光股份,化学原料
002092,中泰化学,化学原料
301069,凯盛新材,化学原料
001217,华尔泰,化学原料
603938,三孚股份,化学原料
600623,华谊集团,化学原料
002274,华昌化工,化学原料
003017,大洋生物,化学原料
000707,双环科技,化学原料
301256,华融化学,化学原料
601216,君正集团,化学原料
600989,宝丰能源,化学原料
002601,龙佰集团,化学原料
600409,三友化工,化学原料
920304,迪尔化工,化学原料
301190,善水科技,化学原料
600727,鲁北化工,化学原料
603663,三祥新材,化学原料
002748,世龙实业,化学原料
600319,亚星化学,化学原料
300082,奥克股份,化学原料
601065,江盐集团,化学原料
300927,江天化学,化学原料
603299,苏盐井神,化学原料
000822,山东海化,化学原料
900908,氯碱Ｂ股,化学原料
002136,安 纳 达,化学原料
600618,氯碱化工,化学原料
920489,佳先股份,化学原料
601678,滨化股份,化学原料
000635,英 力 特,化学原料
000683,博源化工,化学原料
600610,中毅达,化学原料
002145,钛能化学,化学原料
900909,华谊B股,化学原料
000691,*ST亚太,化学原料
600935,华塑股份,化学原料
600367,红星发展,化学原料
600714,金瑞矿业,化学原料
900906,中毅达B,化学原料
600784,鲁银投资,化学原料
601568,北元集团,化学原料
000545,金浦钛业,化学原料
300891,惠云钛业,化学原料
002109,兴化股份,化学原料
600328,中盐化工,化学原料
603113,金能科技,化学原料
002386,天原股份,化学原料
603213,镇洋发展,化学原料
600722,金牛化工,化学原料
900921,金煤B股,化学原料
600161,天坛生物,血液制品
300318,博晖创新,血液制品
300294,博雅生物,血液制品
002252,上海莱士,血液制品
000403,派林生物,血液制品
002880,卫光生物,血液制品
688270,臻镭科技,模拟芯片设计
688368,晶丰明源,模拟芯片设计
603375,盛景微,模拟芯片设计
688508,芯朋微,模拟芯片设计
688045,必易微,模拟芯片设计
300661,圣邦股份,模拟芯片设计
688130,晶华微,模拟芯片设计
688391,钜泉科技,模拟芯片设计
688515,裕太微-U,模拟芯片设计
600877,电科芯片,模拟芯片设计
688325,赛微微电,模拟芯片设计
688209,英集芯,模拟芯片设计
688582,芯动联科,模拟芯片设计
300671,富满微,模拟芯片设计
688458,美芯晟,模拟芯片设计
688220,翱捷科技-U,模拟芯片设计
688153,唯捷创芯,模拟芯片设计
688790,昂瑞微-UW,模拟芯片设计
600171,上海贝岭,模拟芯片设计
688381,帝奥微,模拟芯片设计
688061,灿瑞科技,模拟芯片设计
688141,杰华特,模拟芯片设计
603068,博通集成,模拟芯片设计
688173,希荻微,模拟芯片设计
688699,明微电子,模拟芯片设计
688512,慧智微-U,模拟芯片设计
688653,康希通信,模拟芯片设计
688484,南芯科技,模拟芯片设计
688286,敏芯股份,模拟芯片设计
688601,力芯微,模拟芯片设计
688798,艾为电子,模拟芯片设计
603160,汇顶科技,模拟芯片设计
300782,卓胜微,模拟芯片设计
688536,思瑞浦,模拟芯片设计
688052,纳芯微,模拟芯片设计
000501,武商集团,百货
600693,东百集团,百货
002419,天虹股份,百货
600814,杭州解百,百货
600865,百大集团,百货
000715,中兴商业,百货
002561,徐家汇,百货
600738,丽尚国潮,百货
002187,广百股份,百货
000882,华联股份,百货
000679,大连友谊,百货
600857,宁波中百,百货
601086,国芳集团,百货
600628,新世界,百货
600859,王府井,百货
600327,大东方,百货
600280,中央商场,百货
600828,茂业商业,百货
000564,供销大集,百货
002277,友阿股份,百货
600712,南宁百货,百货
600539,狮头股份,商贸零售
002024,ST易购,商贸零售
300022,吉峰科技,商贸零售
000501,武商集团,商贸零售
600827,百联股份,商贸零售
002315,焦点科技,商贸零售
600113,浙江东日,商贸零售
600693,东百集团,商贸零售
002818,富森美,商贸零售
002344,海宁皮城,商贸零售
002419,天虹股份,商贸零售
600814,杭州解百,商贸零售
603708,家家悦,商贸零售
002697,红旗连锁,商贸零售
600865,百大集团,商贸零售
000715,中兴商业,商贸零售
002561,徐家汇,商贸零售
000419,通程控股,商贸零售
000701,厦门信达,商贸零售
603214,爱婴室,商贸零售
600790,轻纺城,商贸零售
600710,苏美达,商贸零售
600778,友好集团,商贸零售
600729,重庆百货,商贸零售
002640,跨境通,商贸零售
300792,壹网壹创,商贸零售
300755,华致酒行,商贸零售
